venue,batting_team,bowling_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,49,1,5.1,49,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,49,1,5.2,45,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,49,1,5.3,45,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,53,1,5.4,49,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,53,1,5.5,49,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,53,1,5.6,45,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,54,1,6.1,46,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,54,1,6.2,45,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,54,1,6.3,44,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,54,1,6.4,44,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,54,1,6.5,43,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,55,1,6.6,44,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,56,1,7.1,45,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,57,1,7.2,40,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,57,1,7.3,39,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,57,1,7.4,38,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,57,1,7.5,34,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,61,1,7.6,37,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,62,1,8.1,38,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,63,1,8.2,39,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,64,1,8.3,40,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,64,2,8.4,34,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,64,2,8.5,30,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,65,2,8.6,27,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,66,2,9.1,28,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,66,2,9.2,24,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,67,2,9.2,25,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,67,3,9.3,25,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,68,3,9.4,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,69,3,9.4,21,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,70,3,9.5,21,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,73,3,9.5,24,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,73,3,9.6,24,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,75,3,10.1,22,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,76,3,10.2,23,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,77,3,10.3,24,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,77,3,10.4,23,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,78,3,10.5,24,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,79,3,10.6,25,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,80,3,11.1,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,81,3,11.2,27,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,81,4,11.3,26,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,81,4,11.4,25,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,81,4,11.5,24,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,85,4,11.6,28,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,86,4,12.1,29,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,87,4,12.2,30,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,88,4,12.3,27,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,88,4,12.4,26,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,88,4,12.5,25,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,88,5,12.6,24,4,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,88,5,13.1,24,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,90,5,13.2,26,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,90,5,13.3,25,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,91,5,13.4,25,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,92,5,13.5,26,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,92,5,13.6,25,3,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,93,5,14.1,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,94,5,14.2,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,96,5,14.3,27,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,97,5,14.4,27,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,99,5,14.5,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,99,5,14.6,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,101,5,15.1,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,102,5,15.1,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,103,5,15.2,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,103,5,15.3,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,105,5,15.4,27,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,105,5,15.5,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,106,5,15.6,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,107,5,16.1,26,2,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,111,5,16.2,30,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,112,5,16.3,31,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,113,5,16.4,32,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,114,5,16.5,29,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,115,5,16.6,29,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,115,5,17.1,28,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,116,5,17.2,28,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,117,5,17.3,29,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,118,5,17.4,30,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,119,5,17.4,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,119,5,17.5,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,120,5,17.5,30,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,121,5,17.6,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,122,5,18.1,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,123,5,18.2,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,123,5,18.3,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,124,5,18.4,31,0,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,124,6,18.5,30,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,124,6,18.6,28,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,124,6,19.1,27,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,124,6,19.2,25,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,125,6,19.3,26,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,129,6,19.4,28,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,133,6,19.5,31,1,134
"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,134,6,19.6,31,1,134
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,16,4,5.1,15,4,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,20,4,5.2,19,3,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,20,4,5.3,15,3,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,21,4,5.4,16,3,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,22,4,5.4,16,3,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,23,4,5.5,17,3,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,27,4,5.6,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,27,4,6.1,20,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,28,4,6.2,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,29,4,6.3,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,29,4,6.4,20,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,30,4,6.5,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,31,4,6.6,22,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,32,4,7.1,23,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,36,4,7.2,26,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,36,4,7.3,26,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,37,4,7.4,27,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,37,4,7.5,27,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,37,5,7.6,27,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,38,5,8.1,28,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,38,5,8.2,28,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,39,5,8.3,29,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,41,5,8.4,30,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,42,5,8.5,31,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,43,5,8.6,28,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,43,5,9.1,28,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,43,5,9.2,28,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,44,5,9.3,28,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,45,5,9.4,29,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,45,6,9.5,29,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,46,6,9.6,30,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,47,6,10.1,27,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,47,6,10.2,27,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,47,6,10.3,26,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,48,6,10.4,26,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,48,6,10.5,25,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,48,6,10.6,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,49,6,11.1,22,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,50,6,11.2,22,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,51,6,11.3,22,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,51,6,11.4,22,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,51,6,11.5,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,52,6,11.6,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,53,6,12.0,21,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,53,6,12.1,17,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,53,6,12.2,17,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,54,6,12.3,17,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,54,6,12.4,17,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,55,6,12.5,18,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,56,6,12.6,18,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,57,6,13.1,19,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,57,6,13.2,18,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,57,6,13.3,16,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,58,6,13.4,16,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,58,6,13.5,15,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,64,6,13.6,21,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,68,6,14.1,25,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,69,6,14.2,25,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,70,6,14.3,25,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,74,6,14.4,29,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,74,6,14.5,28,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,74,6,14.6,27,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,75,6,15.1,28,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,81,6,15.2,34,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,85,6,15.3,37,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,85,6,15.4,37,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,86,6,15.5,38,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,91,6,15.5,42,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,92,6,15.6,42,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,93,6,16.1,42,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,93,6,16.2,42,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,94,6,16.3,43,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,95,6,16.4,43,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,96,6,16.5,43,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,97,6,16.6,44,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,98,6,17.1,45,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,99,6,17.2,45,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,99,6,17.3,45,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,100,6,17.4,45,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,101,6,17.5,45,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,102,6,17.6,45,0,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,102,7,18.1,45,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,103,7,18.2,46,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,104,7,18.3,46,1,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,104,8,18.4,46,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,104,8,18.5,40,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,108,8,18.6,40,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,109,8,19.1,40,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,109,8,19.2,39,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,110,8,19.3,36,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,111,8,19.4,37,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,112,8,19.5,38,2,118
Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,118,8,19.6,43,2,118
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,44,1,5.1,44,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,44,1,5.2,40,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,45,1,5.3,40,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,46,1,5.4,41,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,46,1,5.5,39,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,47,1,5.6,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,48,1,6.1,39,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,49,1,6.2,36,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,50,1,6.3,33,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,51,1,6.4,34,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,52,1,6.5,34,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,52,1,6.6,33,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,53,1,7.1,32,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,53,1,7.2,32,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,53,1,7.3,31,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,57,1,7.4,35,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,59,1,7.5,33,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,60,1,7.6,33,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,60,1,8.1,29,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,60,1,8.2,29,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,64,1,8.3,29,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,70,1,8.4,34,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,71,1,8.5,34,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,73,1,8.6,35,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,73,2,9.1,35,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,74,2,9.2,32,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,75,2,9.3,33,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,75,2,9.4,32,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,76,2,9.4,33,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,77,2,9.5,34,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,81,2,9.6,37,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,83,2,10.1,39,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,84,2,10.2,39,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,84,2,10.3,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,84,3,10.4,38,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,88,3,10.5,41,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,88,3,10.6,40,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,89,3,11.1,40,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,91,3,11.2,41,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,92,3,11.3,41,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,93,3,11.4,41,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,94,3,11.5,42,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,95,3,11.6,42,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,96,3,12.1,43,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,97,3,12.2,44,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,98,3,12.3,41,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,98,3,12.4,39,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,99,3,12.5,39,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,99,3,12.6,39,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,100,3,13.1,40,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,101,3,13.2,37,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,105,3,13.3,35,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,105,3,13.4,34,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,106,3,13.5,33,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,112,3,13.6,39,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,112,3,14.1,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,113,3,14.2,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,114,3,14.3,39,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,120,3,14.4,44,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,120,4,14.5,43,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,120,4,14.6,39,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,121,4,15.1,38,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,122,4,15.2,38,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,123,4,15.3,39,2,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,124,4,15.4,40,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,124,4,15.5,36,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,126,4,15.6,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,127,4,16.1,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,128,4,16.2,37,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,129,4,16.2,37,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,131,4,16.3,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,132,4,16.4,38,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,138,4,16.5,43,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,139,4,16.6,43,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,143,4,17.1,46,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,144,4,17.2,46,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,145,4,17.3,47,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,146,4,17.4,47,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,152,4,17.5,53,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,157,4,17.5,57,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,159,4,17.6,58,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,159,4,18.1,54,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,163,4,18.2,58,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,164,4,18.3,58,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,165,4,18.4,53,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,171,4,18.5,59,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,175,4,18.6,62,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,176,4,19.1,62,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,177,4,19.2,57,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,181,4,19.3,61,0,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,181,5,19.4,61,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,183,5,19.5,62,1,187
Wankhede Stadium,Mumbai Indians,Rajasthan Royals,187,5,19.6,65,1,187
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,45,1,5.1,43,1,111
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,51,1,5.2,48,1,111
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,51,1,5.3,44,1,111
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,51,1,5.4,43,1,111
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,55,1,5.5,47,1,111
